,start_timestamp,end_timestamp,marketprice,unit
253,2021-01-11 12:00:00,2021-01-11 13:00:00,48.39,Eur/MWh
254,2021-01-11 13:00:00,2021-01-11 14:00:00,49.57,Eur/MWh
255,2021-01-11 14:00:00,2021-01-11 15:00:00,50.96,Eur/MWh
256,2021-01-11 15:00:00,2021-01-11 16:00:00,49.12,Eur/MWh
257,2021-01-11 16:00:00,2021-01-11 17:00:00,53.44,Eur/MWh
258,2021-01-11 17:00:00,2021-01-11 18:00:00,47.94,Eur/MWh
259,2021-01-11 18:00:00,2021-01-11 19:00:00,42.16,Eur/MWh
260,2021-01-11 19:00:00,2021-01-11 20:00:00,38.03,Eur/MWh
261,2021-01-11 20:00:00,2021-01-11 21:00:00,34.24,Eur/MWh
262,2021-01-11 21:00:00,2021-01-11 22:00:00,34.01,Eur/MWh
263,2021-01-11 22:00:00,2021-01-11 23:00:00,27.39,Eur/MWh
264,2021-01-11 23:00:00,2021-01-12 00:00:00,18.96,Eur/MWh
265,2021-01-12 00:00:00,2021-01-12 01:00:00,15.82,Eur/MWh
266,2021-01-12 01:00:00,2021-01-12 02:00:00,19.0,Eur/MWh
267,2021-01-12 02:00:00,2021-01-12 03:00:00,24.14,Eur/MWh
268,2021-01-12 03:00:00,2021-01-12 04:00:00,27.0,Eur/MWh
269,2021-01-12 04:00:00,2021-01-12 05:00:00,35.94,Eur/MWh
270,2021-01-12 05:00:00,2021-01-12 06:00:00,40.96,Eur/MWh
271,2021-01-12 06:00:00,2021-01-12 07:00:00,54.51,Eur/MWh
272,2021-01-12 07:00:00,2021-01-12 08:00:00,60.64,Eur/MWh
273,2021-01-12 08:00:00,2021-01-12 09:00:00,54.96,Eur/MWh
274,2021-01-12 09:00:00,2021-01-12 10:00:00,56.5,Eur/MWh
275,2021-01-12 10:00:00,2021-01-12 11:00:00,57.88,Eur/MWh
276,2021-01-12 11:00:00,2021-01-12 12:00:00,59.64,Eur/MWh
277,2021-01-12 12:00:00,2021-01-12 13:00:00,54.94,Eur/MWh
278,2021-01-12 13:00:00,2021-01-12 14:00:00,51.55,Eur/MWh
279,2021-01-12 14:00:00,2021-01-12 15:00:00,55.56,Eur/MWh
280,2021-01-12 15:00:00,2021-01-12 16:00:00,63.01,Eur/MWh
281,2021-01-12 16:00:00,2021-01-12 17:00:00,64.6,Eur/MWh
282,2021-01-12 17:00:00,2021-01-12 18:00:00,61.89,Eur/MWh
283,2021-01-12 18:00:00,2021-01-12 19:00:00,54.9,Eur/MWh
284,2021-01-12 19:00:00,2021-01-12 20:00:00,53.25,Eur/MWh
285,2021-01-12 20:00:00,2021-01-12 21:00:00,44.84,Eur/MWh
286,2021-01-12 21:00:00,2021-01-12 22:00:00,38.68,Eur/MWh
287,2021-01-12 22:00:00,2021-01-12 23:00:00,37.24,Eur/MWh
288,2021-01-12 23:00:00,2021-01-13 00:00:00,34.59,Eur/MWh
289,2021-01-13 00:00:00,2021-01-13 01:00:00,33.47,Eur/MWh
290,2021-01-13 01:00:00,2021-01-13 02:00:00,32.36,Eur/MWh
291,2021-01-13 02:00:00,2021-01-13 03:00:00,30.84,Eur/MWh
292,2021-01-13 03:00:00,2021-01-13 04:00:00,31.68,Eur/MWh
293,2021-01-13 04:00:00,2021-01-13 05:00:00,36.81,Eur/MWh
294,2021-01-13 05:00:00,2021-01-13 06:00:00,41.87,Eur/MWh
295,2021-01-13 06:00:00,2021-01-13 07:00:00,46.21,Eur/MWh
296,2021-01-13 07:00:00,2021-01-13 08:00:00,56.14,Eur/MWh
297,2021-01-13 08:00:00,2021-01-13 09:00:00,47.71,Eur/MWh
298,2021-01-13 09:00:00,2021-01-13 10:00:00,46.23,Eur/MWh
299,2021-01-13 10:00:00,2021-01-13 11:00:00,43.82,Eur/MWh
300,2021-01-13 11:00:00,2021-01-13 12:00:00,41.22,Eur/MWh
301,2021-01-13 12:00:00,2021-01-13 13:00:00,40.04,Eur/MWh
302,2021-01-13 13:00:00,2021-01-13 14:00:00,39.47,Eur/MWh
303,2021-01-13 14:00:00,2021-01-13 15:00:00,41.17,Eur/MWh
